GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
DeChat_es1a,es.uniovi.asw.utils,LongProcess,3,68,0,0,1,11,1,4,1,4
DeChat_es1a,es.uniovi.asw,Application,18,3,0,0,4,1,1,1,1,1
DeChat_es1a,es.uniovi.asw.controller,MainController,7,121,1,2,2,22,1,6,0,5
